MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SalePrice
120,RL,8769,Reg,Lvl,Corner,NridgHt,Norm,TwnhsE,1Story,9,5,2008,2008,BrkFace,766,TA,Ex,TA,No,GLQ,1540,Unf,0,162,1702,Y,1702,0,0,1702,1,0,1,1,1,1,Ex,7,Typ,1,Attchd,2008,Fin,3,1052,TA,Y,0,72,0,0,224,0,10,2008,367294
120,RL,10846,IR1,Lvl,CulDSac,Veenker,Norm,TwnhsE,1Story,8,5,1993,1993,None,0,TA,Gd,TA,Gd,GLQ,1619,Unf,0,100,1719,Y,1719,0,0,1719,2,0,1,1,1,1,Gd,6,Typ,2,Attchd,1993,Fin,2,473,TA,Y,122,30,0,0,0,0,5,2008,324000
75,RM,9600,Reg,Lvl,Inside,OldTown,Norm,1Fam,2.5Unf,6,5,1917,1950,None,0,TA,Gd,TA,No,Rec,319,Unf,0,416,735,N,1134,924,0,2058,0,0,1,1,3,1,TA,8,Typ,1,Detchd,1950,Unf,2,396,Fa,P,0,0,259,0,0,0,4,2008,129500
20,RL,7350,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,7,1951,1951,None,0,TA,TA,TA,Mn,ALQ,852,Unf,0,100,952,Y,952,0,0,952,1,0,1,0,2,1,TA,4,Typ,0,Detchd,1988,Unf,2,840,TA,Y,0,0,0,0,0,0,6,2008,139000
20,RL,11846,IR1,HLS,Inside,NridgHt,Norm,1Fam,1Story,9,5,2003,2004,BrkFace,562,TA,Ex,TA,Gd,GLQ,1567,Unf,0,225,1792,Y,1792,0,0,1792,1,0,2,0,2,1,Ex,6,Typ,1,Attchd,2003,Fin,3,874,TA,Y,206,49,0,0,0,0,8,2006,374000
50,RL,8480,Reg,Lvl,Inside,NAmes,Norm,1Fam,1.5Fin,5,5,1947,1950,None,0,TA,TA,TA,No,Rec,442,Unf,0,390,832,Y,832,384,0,1216,0,0,1,0,2,1,TA,6,Typ,0,Detchd,1947,Unf,1,336,TA,Y,158,0,102,0,0,0,10,2008,118500
85,RL,7244,Reg,Lvl,Inside,Mitchel,Norm,1Fam,SFoyer,5,7,1970,1970,None,0,Gd,Gd,TA,Av,ALQ,619,Unf,0,149,768,Y,768,0,0,768,1,0,1,0,2,1,TA,5,Typ,0,Detchd,1987,Unf,2,624,TA,Y,104,0,0,0,0,0,4,2007,129500
160,RM,1680,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1972,1972,BrkFace,297,TA,TA,TA,No,Unf,0,Unf,0,483,483,Y,483,504,0,987,0,0,1,1,2,1,TA,5,Typ,1,Attchd,1972,Unf,1,288,TA,Y,0,0,0,0,0,0,6,2006,94500
90,RM,8472,IR2,Bnk,Corner,IDOTRR,RRNn,Duplex,1Story,5,5,1963,1963,None,0,TA,Gd,TA,Gd,LwQ,104,GLQ,712,0,816,N,816,0,0,816,1,0,1,0,2,1,TA,5,Typ,0,CarPort,1963,Unf,2,516,TA,Y,106,0,0,0,0,0,5,2010,110000
20,RL,9742,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,5,2002,2002,BrkFace,281,TA,Gd,TA,No,Unf,0,Unf,0,1777,1777,Y,1795,0,0,1795,0,0,2,0,3,1,Gd,7,Typ,1,Attchd,2002,RFn,2,534,TA,Y,171,159,0,0,0,0,9,2008,230000
20,RL,9317,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6,5,2006,2006,None,0,TA,Gd,TA,No,GLQ,24,Unf,0,1290,1314,Y,1314,0,0,1314,0,0,2,0,3,1,Gd,6,Typ,1,Attchd,2006,RFn,2,440,TA,Y,0,22,0,0,0,0,3,2007,176432
60,RL,11885,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,2001,2001,BrkFace,108,TA,Gd,TA,Av,GLQ,990,Unf,0,309,1299,Y,1299,573,0,1872,1,0,2,1,3,1,Ex,7,Typ,1,BuiltIn,2001,RFn,2,531,TA,Y,160,122,0,0,0,0,11,2009,261500
50,RL,8064,Reg,Lvl,Corner,NAmes,Artery,1Fam,1.5Fin,5,7,1949,2006,None,0,Gd,TA,TA,Mn,Unf,0,Unf,0,672,672,Y,672,252,0,924,0,0,1,0,3,1,TA,6,Typ,1,Detchd,2003,Unf,2,576,TA,Y,0,0,0,0,0,0,7,2007,122900
60,RL,12420,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2001,2001,None,0,TA,Gd,TA,No,GLQ,666,Unf,0,278,944,Y,944,896,0,1840,1,0,2,1,3,1,Gd,6,Typ,0,Attchd,2001,RFn,2,622,TA,Y,0,45,0,0,0,0,6,2009,230000
20,RL,9360,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,7,1972,2006,None,0,TA,TA,TA,No,ALQ,982,Unf,0,179,1161,Y,1381,0,0,1381,1,0,1,1,3,1,Gd,5,Typ,1,Attchd,1972,RFn,2,676,TA,Y,0,0,0,0,0,0,3,2010,197500
70,RM,9600,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,7,7,1925,1990,None,0,TA,TA,Gd,No,LwQ,16,Unf,0,712,728,Y,832,809,0,1641,0,1,1,1,3,1,Ex,6,Typ,1,Detchd,1925,Unf,2,546,TA,Y,0,0,234,0,0,0,8,2006,178000
20,RL,8176,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1958,1992,None,0,TA,TA,TA,No,Rec,846,Unf,0,210,1056,Y,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1958,RFn,1,308,TA,Y,0,0,0,0,0,0,8,2007,139000
60,RL,9245,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2006,2006,None,0,TA,Gd,TA,Av,Unf,0,Unf,0,939,939,Y,939,858,0,1797,0,0,2,1,3,1,Gd,8,Typ,0,Attchd,2006,RFn,2,639,TA,Y,144,53,0,0,0,0,4,2007,213500
20,RL,11361,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,5,1976,1976,BrkFace,160,TA,Gd,TA,No,ALQ,644,Unf,0,549,1193,Y,1523,0,0,1523,0,1,2,0,3,1,TA,7,Typ,1,Attchd,1976,Fin,2,478,TA,Y,0,0,0,0,189,0,5,2008,180000
180,RM,1477,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,SFoyer,4,4,1970,1970,None,0,TA,Gd,TA,Av,GLQ,509,Unf,0,121,630,Y,630,0,0,630,1,0,1,0,1,1,TA,3,Typ,0,Attchd,1970,Unf,1,286,TA,Y,0,0,0,0,0,0,4,2009,80000
160,FV,3180,Reg,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,5,2005,2005,None,0,TA,Gd,TA,No,Unf,0,Unf,0,600,600,Y,520,600,80,1200,0,0,2,1,2,1,Gd,4,Typ,0,Detchd,2005,RFn,2,480,TA,Y,0,166,0,0,0,0,6,2006,151000
60,RL,11796,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2004,2005,None,0,TA,Gd,TA,Av,Unf,0,Unf,0,847,847,Y,847,1112,0,1959,0,0,2,1,4,1,Gd,8,Typ,1,BuiltIn,2004,Fin,2,434,TA,Y,100,48,0,0,0,0,7,2007,215000
60,RL,14948,IR1,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2008,2008,Stone,268,TA,Ex,TA,Av,GLQ,1330,Unf,0,122,1452,Y,1476,1237,0,2713,1,0,2,1,3,1,Ex,11,Typ,1,Attchd,2008,Fin,3,858,TA,Y,126,66,0,0,0,0,11,2008,446261
80,RL,9600,Reg,Lvl,FR2,Veenker,Feedr,1Fam,SLvl,6,7,1976,1994,BrkFace,360,Gd,TA,TA,No,Unf,0,Unf,0,528,528,Y,1094,761,0,1855,0,0,2,1,3,1,TA,7,Typ,1,Attchd,1976,RFn,2,512,TA,Y,113,100,0,0,0,0,8,2007,187000
20,RL,10140,Reg,Lvl,Inside,NWAmes,RRAn,1Fam,1Story,7,5,1998,1999,None,0,TA,Ex,TA,No,LwQ,144,GLQ,1127,379,1650,Y,1680,0,0,1680,1,0,2,0,3,1,Gd,7,Maj1,1,Attchd,1998,Fin,2,583,TA,Y,78,73,0,0,0,0,6,2009,213250
120,RL,7892,Reg,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,5,1993,1993,None,0,TA,Gd,TA,No,GLQ,300,Unf,0,899,1199,Y,1199,0,0,1199,0,0,2,0,2,1,Gd,5,Typ,0,Attchd,1993,RFn,2,530,TA,Y,0,63,0,0,0,0,3,2008,153900
20,RL,7024,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,5,2005,2005,None,0,TA,Gd,TA,No,GLQ,1024,Unf,0,108,1132,Y,1132,0,0,1132,1,0,1,1,2,1,Gd,5,Typ,0,Attchd,2005,Fin,2,451,TA,Y,252,64,0,0,0,0,6,2008,176000
20,RL,15870,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,5,1969,1969,None,0,TA,TA,TA,Mn,BLQ,75,Rec,791,230,1096,Y,1096,0,0,1096,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1969,Fin,1,299,TA,Y,240,32,0,0,0,0,3,2006,138800
20,RL,11900,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,5,1957,1957,BrkFace,387,TA,TA,TA,No,Rec,1040,Unf,0,352,1392,Y,1392,0,0,1392,1,0,1,1,3,1,TA,6,Typ,2,Attchd,1957,RFn,2,458,TA,Y,0,0,0,0,192,0,6,2008,166000
50,RL,5000,Reg,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,5,6,1924,1950,None,0,TA,TA,TA,No,LwQ,218,Unf,0,808,1026,Y,1026,665,0,1691,0,0,2,0,3,1,Gd,6,Typ,1,Detchd,1924,Unf,1,308,TA,Y,0,0,242,0,0,0,5,2010,127000
60,RL,9900,Reg,Lvl,Inside,NWAmes,Feedr,1Fam,2Story,7,5,1968,1968,BrkFace,342,TA,TA,TA,No,BLQ,552,Unf,0,280,832,Y,1098,880,0,1978,0,0,2,1,4,1,TA,9,Typ,1,Attchd,1968,RFn,2,486,TA,Y,0,43,0,0,0,0,4,2008,176000
20,RL,7875,Reg,Lvl,Inside,Gilbert,Norm,1Fam,1Story,7,5,1995,1996,BrkFace,38,TA,Gd,Gd,No,Unf,0,Unf,0,1237,1237,Y,1253,0,0,1253,0,0,2,0,3,1,TA,6,Typ,1,Attchd,1995,Fin,2,402,TA,Y,220,21,0,0,0,0,6,2007,176000
20,RL,9830,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,7,1959,2006,None,0,Gd,TA,TA,No,ALQ,72,Rec,258,733,1063,Y,1287,0,0,1287,1,0,1,0,3,1,Gd,7,Typ,1,Detchd,1997,Fin,2,576,TA,Y,364,17,0,0,182,0,3,2010,162000
80,RL,9350,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,8,1965,1999,None,0,Gd,TA,TA,Gd,ALQ,633,Unf,0,586,1219,Y,1265,0,0,1265,0,1,2,0,3,1,Gd,6,Typ,1,Attchd,1965,RFn,2,502,TA,Y,0,92,0,96,0,0,10,2008,179900
20,RL,9591,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2004,2005,BrkFace,262,TA,Ex,TA,Av,GLQ,1088,Unf,0,625,1713,Y,1713,0,0,1713,1,0,2,0,3,1,Ex,7,Typ,1,Attchd,2004,Fin,3,856,TA,Y,0,26,0,0,170,0,1,2009,274900
20,RL,12546,IR1,Lvl,Corner,NWAmes,Norm,1Fam,1Story,6,7,1981,1981,BrkFace,310,Gd,Gd,TA,No,BLQ,678,Unf,0,762,1440,Y,1440,0,0,1440,0,0,2,0,3,1,Gd,7,Typ,1,Attchd,1981,Fin,2,467,TA,Y,0,0,99,0,0,0,4,2007,182900
60,RL,9291,IR1,Lvl,Corner,SawyerW,RRNe,1Fam,2Story,6,5,1993,1993,BrkFace,120,TA,Gd,TA,No,GLQ,426,Unf,0,406,832,Y,832,878,0,1710,0,0,2,1,3,1,Gd,7,Typ,0,Attchd,1993,RFn,2,506,TA,Y,144,70,0,0,0,0,6,2008,187000
20,RL,9600,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,6,1973,1973,BrkFace,320,TA,TA,TA,No,ALQ,916,Unf,0,326,1242,Y,1242,0,0,1242,0,0,1,1,3,1,TA,6,Typ,1,Attchd,1973,Unf,2,528,TA,Y,0,0,0,0,0,0,9,2007,175500
60,RL,9313,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,None,0,TA,Gd,TA,No,Unf,0,Unf,0,864,864,Y,864,864,0,1728,0,0,2,1,3,1,Gd,7,Typ,0,Attchd,2004,RFn,2,572,TA,Y,187,56,0,0,0,0,4,2009,190000
20,RL,10171,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,7,5,2004,2004,BrkFace,168,TA,Gd,TA,No,GLQ,2,Unf,0,1515,1517,Y,1535,0,0,1535,0,0,2,0,3,1,Gd,7,Typ,0,Attchd,2004,RFn,2,532,TA,Y,0,0,0,0,0,0,3,2010,214000
90,RL,11600,Reg,Lvl,Corner,NAmes,Feedr,Duplex,2Story,5,5,1960,1960,BrkFace,361,TA,TA,TA,No,Rec,443,Unf,0,662,1105,Y,1105,1169,0,2274,0,0,2,0,5,2,TA,12,Typ,0,Detchd,1960,Unf,2,480,TA,Y,0,0,0,0,0,0,1,2010,154300
20,RL,11235,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,4,5,1963,1979,BrkFace,51,TA,TA,TA,No,Rec,547,Unf,0,504,1051,Y,1382,0,0,1382,0,0,1,1,3,1,TA,6,Typ,1,Attchd,1974,Unf,2,459,TA,Y,0,82,0,0,0,0,10,2006,148000
20,RL,35133,Reg,Lvl,Inside,Timber,Norm,1Fam,1Story,5,4,1963,1963,BrkFace,226,TA,TA,TA,Gd,Rec,1159,Unf,0,413,1572,Y,1572,0,0,1572,1,0,1,1,3,1,TA,5,Typ,2,2Types,1963,RFn,3,995,TA,Y,0,263,0,0,263,0,5,2007,186700
70,RL,11526,IR1,Bnk,Inside,Crawfor,Norm,1Fam,2.5Fin,6,7,1922,1994,None,0,TA,Ex,TA,No,Unf,0,Unf,0,588,588,Y,1423,748,384,2555,0,0,2,0,3,1,TA,11,Min1,1,Detchd,1993,Fin,2,672,TA,Y,431,0,0,0,0,0,9,2008,191000
60,RL,12393,IR2,Lvl,FR2,CollgCr,Norm,1Fam,2Story,7,5,2004,2005,None,0,TA,Gd,TA,No,Unf,0,Unf,0,847,847,Y,847,1101,0,1948,0,0,2,1,4,1,Gd,8,Typ,1,BuiltIn,2004,Fin,2,434,TA,Y,100,48,0,0,0,0,9,2006,195000
20,RL,7990,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,6,1975,1975,None,0,TA,Gd,TA,No,Unf,0,Unf,0,924,924,Y,924,0,0,924,0,0,1,0,3,1,TA,5,Typ,0,Detchd,1981,Unf,1,280,TA,Y,0,0,0,0,0,0,4,2008,110000
75,RM,8100,Reg,Lvl,Corner,OldTown,Norm,1Fam,2.5Unf,5,5,1898,1965,None,0,TA,TA,TA,No,Unf,0,Unf,0,849,849,N,1075,1063,0,2138,0,0,2,0,2,3,TA,11,Typ,0,Detchd,1910,Unf,2,360,Po,N,40,156,0,0,0,0,11,2009,106000
160,FV,3230,Reg,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,BrkFace,1129,TA,Gd,TA,No,GLQ,419,Unf,0,310,729,Y,729,729,0,1458,0,0,2,1,2,1,TA,5,Typ,1,Detchd,1999,Unf,2,440,TA,Y,0,32,0,0,0,0,6,2007,176000
30,RM,5684,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,6,8,1930,2005,None,0,TA,TA,TA,No,Unf,0,Unf,0,813,813,Y,813,0,0,813,0,0,1,0,2,1,Gd,5,Typ,0,Detchd,1932,Unf,1,270,Fa,N,0,113,0,0,0,0,6,2006,110000
60,RL,11616,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,2Story,6,5,1978,1978,BrkCmn,328,TA,TA,TA,Mn,Rec,438,Unf,0,234,672,Y,672,714,0,1386,0,0,2,1,3,1,TA,6,Typ,1,Attchd,1978,Fin,2,440,TA,Y,335,0,0,0,0,0,4,2010,158900
60,RL,9965,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2007,2007,Stone,220,TA,Ex,TA,Av,GLQ,984,Unf,0,280,1264,Y,1282,1414,0,2696,1,0,2,1,4,1,Ex,10,Typ,1,BuiltIn,2007,Fin,3,792,TA,Y,120,184,0,0,168,0,10,2007,383970
80,RL,9350,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,6,7,1964,1991,BrkFace,108,TA,Gd,TA,Gd,LwQ,270,ALQ,580,452,1302,Y,1302,0,0,1302,0,1,2,0,3,1,Gd,7,Min1,0,Attchd,1964,RFn,1,309,TA,Y,333,0,0,0,0,0,10,2007,158000
20,RL,10991,IR1,HLS,Inside,Timber,Norm,1Fam,1Story,8,5,2007,2007,BrkFace,80,TA,Gd,TA,Gd,Unf,0,Unf,0,1571,1571,Y,1571,0,0,1571,0,0,2,0,3,1,Gd,7,Typ,1,Attchd,2007,Fin,3,722,TA,Y,100,36,0,0,0,0,12,2007,239000
20,RL,9750,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2000,2001,BrkFace,171,TA,Gd,TA,No,Unf,0,Unf,0,1630,1630,Y,1630,0,0,1630,0,0,2,0,3,1,Gd,6,Typ,1,Attchd,2000,Unf,2,451,TA,Y,74,234,0,0,0,0,10,2009,213000
20,RL,14572,IR3,Lvl,Corner,Gilbert,Norm,1Fam,1Story,7,5,2004,2004,None,0,TA,Gd,TA,Av,GLQ,1300,Unf,0,230,1530,Y,1530,0,0,1530,1,0,2,0,3,1,Gd,7,Typ,1,Attchd,2004,Fin,3,630,TA,Y,144,36,0,0,0,0,11,2007,259000
20,RL,10356,Reg,Lvl,Corner,CollgCr,Norm,1Fam,1Story,5,6,1975,1975,None,0,TA,TA,TA,Av,BLQ,716,Unf,0,253,969,Y,969,0,0,969,0,0,1,1,3,1,TA,5,Typ,0,Attchd,1975,Unf,2,440,TA,Y,0,0,0,0,0,0,1,2007,122000
180,RM,3675,Reg,Lvl,Inside,Edwards,Norm,TwnhsE,SFoyer,6,5,2005,2006,BrkFace,82,TA,Gd,TA,Gd,GLQ,547,Unf,0,0,547,Y,1072,0,0,1072,1,0,2,0,2,1,TA,5,Typ,0,Basment,2005,Fin,2,525,TA,Y,0,44,0,0,0,0,6,2006,140000
85,RL,11782,IR1,Lvl,Inside,Sawyer,Norm,1Fam,SFoyer,5,7,1961,1995,None,0,TA,TA,TA,Av,ALQ,899,Unf,0,210,1109,Y,1155,0,0,1155,1,0,1,0,3,1,Gd,6,Min2,0,Detchd,1987,Unf,2,576,TA,Y,192,0,0,0,0,0,6,2010,148000
50,RL,8400,Reg,Bnk,Inside,SWISU,Norm,1Fam,1.5Fin,6,5,1940,2000,None,0,TA,TA,TA,No,LwQ,388,Unf,0,552,940,Y,1192,403,0,1595,0,0,1,0,2,1,TA,6,Typ,2,Attchd,1940,Unf,1,240,TA,Y,0,0,108,0,0,0,6,2006,140000
20,RL,11844,IR1,Lvl,Inside,StoneBr,Norm,1Fam,1Story,8,5,2008,2008,Stone,464,TA,Ex,TA,Mn,Unf,0,Unf,0,2046,2046,Y,2046,0,0,2046,0,0,2,1,3,1,Gd,7,Typ,1,Attchd,2008,Fin,3,834,TA,Y,322,82,0,0,0,0,7,2009,372500
20,RL,9819,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1967,1967,BrkFace,31,Gd,TA,TA,No,BLQ,450,Unf,0,432,882,Y,900,0,0,900,0,0,1,0,3,1,TA,5,Typ,0,Detchd,1970,Unf,1,280,TA,Y,0,0,0,0,0,0,2,2010,122000
20,RL,6993,Reg,Lvl,Inside,Sawyer,Feedr,1Fam,1Story,5,7,1961,1994,None,0,TA,TA,TA,No,BLQ,465,Unf,0,447,912,Y,1236,0,0,1236,0,0,1,0,3,1,TA,6,Typ,1,Attchd,1961,Unf,1,288,TA,Y,0,0,0,0,0,0,6,2006,135000
60,FV,9803,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,2005,2005,None,0,TA,Gd,TA,No,GLQ,400,Unf,0,466,866,Y,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,Attchd,2005,RFn,2,603,TA,Y,0,108,0,0,0,0,2,2008,226700
160,RM,1680,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,7,1972,1972,BrkFace,281,TA,TA,TA,No,BLQ,317,Unf,0,355,672,Y,672,546,0,1218,0,1,1,1,3,1,TA,7,Typ,0,Detchd,1972,Unf,1,264,TA,Y,0,28,0,0,0,0,5,2006,118000
80,RL,11275,Reg,Lvl,Corner,NAmes,PosN,1Fam,SLvl,7,7,1967,2007,BrkFace,300,Gd,Gd,TA,No,Unf,0,Unf,0,710,710,Y,1898,1080,0,2978,0,0,2,1,5,1,Gd,11,Typ,1,BuiltIn,1961,Fin,2,564,TA,Y,240,0,0,0,0,0,6,2010,242000
120,RL,3182,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,BrkFace,16,TA,Gd,TA,Av,GLQ,16,Unf,0,1357,1373,Y,1555,0,0,1555,0,0,2,0,2,1,Gd,7,Typ,1,Attchd,2005,Fin,2,430,TA,Y,143,20,0,0,0,0,5,2009,192500
160,RM,2217,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,4,4,1970,1970,None,0,TA,TA,TA,No,BLQ,273,LwQ,273,0,546,Y,546,546,0,1092,0,0,1,1,3,1,TA,6,Typ,0,Attchd,1970,RFn,1,286,TA,Y,238,0,0,0,0,0,8,2009,88000
60,RL,20431,IR2,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2005,2006,BrkFace,870,TA,Ex,TA,No,GLQ,1410,Unf,0,438,1848,Y,1848,880,0,2728,1,0,2,1,4,1,Ex,10,Typ,2,Attchd,2006,Fin,3,706,TA,Y,0,0,0,0,0,0,4,2006,437154
20,RL,11694,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,9,5,2007,2007,BrkFace,452,TA,Ex,TA,Av,GLQ,48,Unf,0,1774,1822,Y,1828,0,0,1828,0,0,2,0,3,1,Gd,9,Typ,1,Attchd,2007,Unf,3,774,TA,Y,0,108,0,0,260,0,7,2007,314813
75,RM,10800,Reg,Lvl,Inside,OldTown,Norm,1Fam,2.5Unf,7,7,1914,1970,None,0,TA,Gd,TA,Mn,Rec,390,Unf,0,490,880,N,880,888,0,1768,0,0,1,1,2,1,TA,6,Typ,2,Detchd,1914,Unf,2,320,TA,N,0,341,0,0,0,0,10,2006,163000
20,RL,12274,IR1,Lvl,FR2,Somerst,Norm,1Fam,1Story,7,5,2008,2008,Stone,256,TA,Gd,TA,No,Unf,0,Unf,0,1417,1417,Y,1428,0,0,1428,0,0,2,0,3,1,Ex,6,Typ,0,Attchd,2008,RFn,2,554,TA,Y,0,60,0,0,0,0,7,2008,227680
60,RL,7226,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,None,0,TA,Gd,TA,No,Unf,0,Unf,0,798,798,Y,798,842,0,1640,0,0,2,1,3,1,Gd,6,Typ,0,Attchd,2003,RFn,2,595,TA,Y,0,45,0,0,0,0,6,2008,183000
20,RL,7945,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1959,1959,None,0,TA,TA,TA,No,ALQ,179,BLQ,506,465,1150,Y,1150,0,0,1150,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1959,RFn,1,300,TA,Y,0,0,0,0,0,0,5,2006,141000
50,RM,5000,Reg,Lvl,Corner,OldTown,Norm,1Fam,1.5Fin,5,4,1900,1950,None,0,TA,TA,TA,No,Unf,0,Unf,0,540,540,N,889,551,0,1440,0,0,1,0,3,1,TA,6,Typ,0,Attchd,1940,Unf,1,352,TA,Y,0,0,77,0,0,0,4,2006,79000
60,RL,8400,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,6,1980,1981,BrkFace,130,TA,Gd,TA,No,Unf,0,Unf,0,650,650,Y,888,676,0,1564,0,0,2,1,3,1,TA,7,Typ,1,Attchd,1980,Unf,2,476,TA,Y,0,50,0,0,204,0,4,2010,171000
20,RL,11200,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,6,5,1985,1985,BrkFace,85,TA,Gd,TA,No,GLQ,1258,Unf,0,40,1298,Y,1298,0,0,1298,1,0,2,0,3,1,Gd,5,Typ,1,Attchd,1985,Unf,2,403,TA,Y,165,26,0,0,0,0,5,2006,180000
60,FV,10728,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2006,2006,None,0,TA,Gd,TA,Mn,Unf,0,Unf,0,1095,1095,Y,1095,844,0,1939,0,0,2,1,3,1,Gd,8,Typ,1,Attchd,2006,RFn,3,1053,TA,Y,192,51,0,0,0,0,8,2006,266000
20,RL,12984,Reg,Bnk,Inside,Crawfor,Norm,1Fam,1Story,5,6,1977,1977,BrkFace,459,TA,Gd,TA,Mn,ALQ,1283,LwQ,147,0,1430,Y,1647,0,0,1647,1,0,2,0,3,1,Gd,7,Typ,1,Attchd,1977,Fin,2,621,TA,Y,0,0,0,0,0,0,3,2006,217500
50,RM,9000,Reg,Bnk,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,6,1937,1950,None,0,Gd,TA,TA,No,Unf,0,Unf,0,780,780,Y,780,595,0,1375,0,0,1,1,3,1,Gd,6,Typ,1,Detchd,1979,Unf,1,544,TA,P,0,162,0,0,126,0,12,2007,141000
20,RL,11616,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1962,1962,BrkFace,116,TA,TA,TA,No,LwQ,170,BLQ,670,252,1092,Y,1092,0,0,1092,0,1,1,0,3,1,TA,6,Typ,1,Attchd,1962,Unf,1,288,TA,Y,0,20,144,0,0,0,9,2009,139000
160,RM,1680,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,8,1972,2007,BrkFace,510,TA,TA,TA,No,ALQ,162,Unf,0,321,483,Y,483,504,0,987,0,0,1,1,2,1,Gd,5,Typ,0,Detchd,1972,Unf,1,264,TA,Y,250,0,0,0,0,0,5,2009,118000
50,RL,9490,Reg,Lvl,Inside,NAmes,Artery,1Fam,1.5Fin,6,7,1941,1950,None,0,TA,TA,TA,No,BLQ,403,Rec,165,238,806,Y,958,620,0,1578,1,0,1,0,3,1,Fa,5,Typ,2,Attchd,1941,Unf,1,240,TA,Y,0,0,32,0,0,0,8,2006,133000
