t,re78,age,educ,married,black,hispanic,nodegree,re74,u74,re75,u75
0,25.564699,49,9,1,0,0,1,21.0641,0,25.2435,0
0,16.184099,18,11,0,0,0,1,.2958,0,1.1906,0
0,18.5529,48,11,1,0,0,1,23.4328,0,21.2243,0
0,0,48,8,0,0,0,1,25.862301,0,25.2435,0
0,25.564699,28,12,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,49,12,1,0,0,0,25.862301,0,25.2435,0
0,17.4076,36,12,1,0,0,0,19.608299,0,21.2852,0
0,25.564699,53,12,1,0,0,0,25.862301,0,25.2435,0
0,24.621901,29,10,1,0,0,1,22.6276,0,25.2435,0
0,17.0338,20,12,0,0,0,0,7.7449999,0,.52280003,0
0,19.333099,45,7,1,0,0,1,17.968399,0,19.541401,0
0,25.564699,20,12,0,0,0,0,6.4382,0,10.357,0
0,25.564699,53,7,1,1,0,1,12.89,0,12.5018,0
0,25.564699,28,12,1,0,0,0,25.862301,0,23.007401,0
0,25.564699,24,12,1,0,0,0,25.862301,0,25.2435,0
0,25.1066,25,9,0,0,0,1,5.2254,0,11.3095,0
0,20.441401,31,16,1,0,0,0,19.543699,0,20.610201,0
0,5.1587,20,13,0,0,0,0,.2351,0,.2739,0
0,23.0762,33,12,1,0,0,0,1.0286,0,6.7191,0
0,16.609699,17,8,0,0,0,1,0,1,0,1
0,25.564699,43,8,1,0,0,1,20.086399,0,25.2435,0
0,22.477699,51,12,1,0,0,0,22.302299,0,22.115801,0
0,11.4066,19,12,0,0,0,0,6.5517998,0,7.8864002,0
0,7.6072998,17,9,0,0,0,1,.0372,0,.96319997,0
0,3.9440999,33,16,1,0,0,0,0,1,0,1
0,12.6272,43,9,1,0,0,1,14.4986,0,14.421,0
0,10.3869,25,12,0,0,0,0,12.0906,0,11.0821,0
0,16.0392,20,12,0,0,0,0,5.1019001,0,10.0777,0
0,.54530001,53,8,1,0,0,1,25.862301,0,20.3936,0
0,3.3573999,18,11,0,0,0,1,3.7284999,0,4.2305002,0
0,25.564699,38,13,1,0,0,0,25.862301,0,25.2435,0
0,13.935,44,8,1,0,0,1,18.7698,0,18.118099,0
0,25.564699,26,12,1,0,0,0,17.986099,0,25.1558,0
0,20.0084,40,12,1,0,0,0,16.083599,0,16.069901,0
0,25.564699,35,12,1,0,0,0,25.862301,0,25.2435,0
0,9.2490997,20,12,0,0,0,0,2.0651,0,6.5544,0
0,9.1309004,19,12,0,0,0,0,0,1,.73940003,0
0,0,50,17,1,0,0,0,0,1,0,1
0,3.9854,22,15,0,0,0,0,3.2681,0,.63200003,0
0,25.564699,29,16,1,0,0,0,24.900299,0,25.2435,0
0,0,44,16,1,0,0,0,17.8979,0,7.8076,0
0,25.564699,37,12,1,0,0,0,24.9846,0,23.4765,0
0,12.3966,36,11,1,0,0,1,13.7227,0,10.6417,0
0,11.2145,30,7,1,0,0,1,5.1862001,0,1.2264,0
0,0,18,12,0,0,0,0,.6426,0,3.0042,0
0,0,55,12,1,0,0,0,0,1,0,1
0,25.564699,50,16,1,0,0,0,25.862301,0,25.2435,0
0,2.1427,18,11,0,0,0,1,0,1,1.4323,0
0,20.9305,52,12,1,0,0,0,22.655001,0,20.121401,0
0,0,26,18,1,0,0,0,0,1,0,1
0,19.039,52,12,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,52,10,1,0,0,1,25.862301,0,16.9776,0
0,23.0525,19,12,0,0,0,0,0,1,0,1
0,2.3643999,45,18,0,0,0,0,0,1,.9149,0
0,22.749599,25,12,1,0,0,0,15.2372,0,7.9131999,0
0,6.8256001,28,12,1,0,0,0,0,1,0,1
0,.74769998,31,18,1,0,0,0,0,1,0,1
0,25.564699,31,13,1,0,0,0,23.946199,0,21.020201,0
0,25.564699,43,7,1,0,0,1,25.862301,0,24.183701,0
0,0,29,11,1,0,0,1,0,1,0,1
0,25.5144,33,8,1,0,0,1,12.312,0,7.4745998,0
0,16.917,38,8,1,0,0,1,21.673401,0,18.309601,0
0,25.564699,40,8,1,0,0,1,20.2862,0,22.9573,0
0,25.564699,39,6,1,0,0,1,16.5382,0,2.451,0
0,7.631,17,9,0,0,0,1,.27430001,0,0,1
0,0,33,12,1,0,0,0,0,1,0,1
0,5.0005999,50,9,1,0,0,1,6.7790999,0,6.1945,0
0,25.564699,34,12,1,0,0,0,21.2659,0,11.4849,0
0,8.0684004,19,12,0,0,0,0,2.069,0,1.3123,0
0,25.564699,47,12,1,0,0,0,25.862301,0,25.2435,0
0,9.4751997,17,10,0,0,0,1,0,1,.23810001,0
0,14.2556,24,14,1,0,0,0,12.7078,0,12.586,0
0,12.0257,22,14,1,0,0,0,12.5687,0,15.8927,0
0,6.0735002,55,9,1,0,0,1,3.3934,0,3.2262001,0
0,6.0735002,20,12,0,0,0,0,3.3934,0,3.2262001,0
0,0,28,12,1,0,0,0,12.4845,0,2.7212999,0
0,8.6283998,32,15,0,0,0,0,4.4691,0,0,1
0,10.7579,21,14,1,0,0,0,7.9487,0,5.1883998,0
0,8.4881001,24,14,0,0,0,0,11.3579,0,4.4471998,0
0,25.564699,28,16,1,0,0,0,11.7458,0,23.3279,0
0,17.8657,23,15,0,0,0,0,7.2178998,0,8.7135,0
0,23.422001,33,12,1,0,0,0,18.828501,0,17.724199,0
0,25.564699,47,12,1,0,0,0,25.862301,0,25.2435,0
0,20.7754,35,14,1,0,0,0,17.3297,0,18.748301,0
0,0,48,9,1,0,0,1,0,1,0,1
0,17.880501,35,11,1,0,0,1,25.862301,0,21.3407,0
0,0,32,12,1,0,0,0,0,1,0,1
0,14.5187,42,12,1,0,0,0,0,1,3.9315,0
0,14.8792,26,12,1,0,0,0,6.1188002,0,11.3632,0
0,3.0869999,18,12,0,0,0,0,0,1,1.7688,0
0,0,55,12,1,0,0,0,0,1,4.7103,0
0,25.564699,55,18,1,0,0,0,25.862301,0,25.2435,0
0,21.876301,33,12,1,0,0,0,20.0061,0,2.9324999,0
0,24.116501,25,14,1,0,0,0,24.187201,0,25.191601,0
0,13.768,20,12,0,0,0,0,7.5432,0,8.8262997,0
0,25.564699,30,13,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,50,10,1,0,0,1,25.862301,0,24.4039,0
0,13.5522,22,12,0,0,0,0,8.4914999,0,11.843,0
0,12.1602,17,9,0,0,0,1,0,1,.71079999,0
0,22.8988,43,14,1,0,0,0,21.3325,0,20.674601,0
0,24.2997,46,14,1,0,0,0,25.4195,0,24.534599,0
0,2.8120999,32,12,0,0,0,0,.38789999,0,.1611,0
0,18.430201,22,13,0,0,0,0,15.8093,0,15.9142,0
0,23.577101,28,13,1,0,0,0,23.178101,0,25.2435,0
0,25.564699,23,14,1,0,0,0,15.4234,0,2.5387001,0
0,25.564699,46,12,1,0,0,0,24.5065,0,24.462999,0
0,0,16,9,0,0,0,1,0,1,0,1
0,.038400002,27,9,1,0,0,1,0,1,0,1
0,25.564699,24,12,0,0,0,0,25.862301,0,25.2435,0
0,9.1928997,20,12,0,0,0,0,14.2811,0,.28819999,0
0,25.564699,26,14,1,0,0,0,25.862301,0,19.7616,0
0,24.0751,52,15,1,0,0,0,23.955999,0,25.2435,0
0,25.564699,28,7,1,0,0,1,19.392799,0,19.6416,0
0,13.9379,22,16,0,1,0,0,4.0223999,0,7.8773999,0
0,25.564699,40,12,1,0,0,0,25.862301,0,24.9804,0
0,4.7818999,41,18,1,0,0,0,3.2307999,0,4.3147001,0
0,0,43,16,1,0,0,0,2.8115001,0,1.5880001,0
0,0,32,12,1,0,0,0,25.862301,0,25.2435,0
0,9.3732004,22,13,1,0,0,0,13.5366,0,7.9401002,0
0,4.0489998,21,12,1,0,0,0,11.546,0,8.1065998,0
0,.085699998,20,9,0,1,0,1,0,1,0,1
0,19.727699,52,12,1,0,0,0,21.9634,0,16.891701,0
0,21.9014,44,9,1,0,0,1,15.5115,0,15.5919,0
0,16.3274,25,9,1,0,0,1,7.5745001,0,8.3751001,0
0,0,42,4,1,0,0,1,23.3055,0,13.1589,0
0,.4271,17,8,0,0,0,1,0,1,0,1
0,25.564699,47,6,1,0,0,1,25.862301,0,25.2435,0
0,1.859,19,10,0,0,0,1,8.0937004,0,8.6777,0
0,18.711,51,12,1,0,0,0,23.1429,0,22.0532,0
0,0,28,12,0,0,0,0,9.1850004,0,13.8338,0
0,2.4560001,16,9,0,0,0,1,.080300003,0,0,1
0,23.721901,33,8,1,0,0,1,25.862301,0,19.3892,0
0,11.1598,27,12,0,1,0,0,24.9473,0,24.620501,0
0,25.564699,46,6,1,1,0,1,25.862301,0,25.2435,0
0,14.7906,38,9,0,0,0,1,15.8955,0,17.195999,0
0,13.5493,35,12,1,0,0,0,0,1,0,1
0,16.0791,34,12,0,0,0,0,13.9069,0,17.7761,0
0,24.740101,33,12,1,0,0,0,25.862301,0,23.3834,0
0,1.392,28,12,1,0,0,0,0,1,0,1
0,24.573099,34,9,1,0,0,1,10.4449,0,25.2435,0
0,14.3783,42,8,1,0,0,1,25.862301,0,25.2435,0
0,0,27,12,1,0,0,0,0,1,0,1
0,25.564699,32,11,1,0,0,1,23.231001,0,21.584101,0
0,25.564699,21,12,1,0,0,0,25.862301,0,25.2435,0
0,13.7872,32,10,1,0,0,1,20.915199,0,11.1501,0
0,14.7994,29,12,1,0,0,0,18.2486,0,17.7976,0
0,25.564699,25,12,1,0,0,0,25.862301,0,25.2435,0
0,14.9635,49,8,1,0,0,1,14.6847,0,.13609999,0
0,22.5634,26,13,1,0,0,0,21.931999,0,11.3668,0
0,25.564699,20,12,0,0,0,0,14.2321,0,12.5376,0
0,4.4347,44,12,1,0,0,0,24.959101,0,22.472099,0
0,0,33,10,1,0,0,1,0,1,4.6852999,0
0,19.2311,50,12,0,0,0,0,0,1,0,1
0,25.564699,22,12,0,0,0,0,17.414,0,16.4799,0
0,20.5182,25,12,1,0,0,0,16.7145,0,19.494801,0
0,25.564699,23,16,1,0,0,0,1.8829,0,0,1
0,1.5974,24,12,0,0,0,0,9.1106005,0,0,1
0,15.4023,44,8,1,0,0,1,17.2416,0,15.5758,0
0,0,18,12,0,0,0,0,0,1,.78420001,0
0,10.3012,17,10,0,0,0,1,0,1,.1522,0
0,25.564699,50,12,1,0,0,0,25.862301,0,25.2435,0
0,11.7996,28,12,0,0,0,0,10.729,0,10.8619,0
0,25.564699,50,12,1,0,0,0,23.9109,0,24.2302,0
0,19.6656,24,12,0,0,0,0,18.597401,0,10.246,0
0,25.564699,28,12,1,0,0,0,25.862301,0,25.222099,0
0,5.4542999,29,10,1,0,0,1,20.4391,0,19.8386,0
0,10.3884,31,9,0,0,0,1,0,1,5.3941998,0
0,0,36,12,0,0,0,0,16.287399,0,13.875,0
0,15.8974,18,10,0,0,0,1,0,1,1.8207999,0
0,25.564699,35,12,1,0,0,0,25.862301,0,25.2435,0
0,22.688999,44,10,0,0,0,1,25.862301,0,24.717199,0
0,0,17,11,0,0,0,1,0,1,.1003,0
0,20.4695,52,13,1,0,0,0,21.6577,0,21.8151,0
0,21.5408,22,16,0,0,0,0,3.5344999,0,2.1108,0
0,25.564699,27,17,1,0,0,0,20.4254,0,20.248501,0
0,25.564699,22,12,1,0,0,0,22.770599,0,13.4525,0
0,13.7429,28,12,1,0,0,0,8.9851999,0,12.6826,0
0,19.949301,24,12,1,0,0,0,17.2416,0,18.2882,0
0,4.5647001,54,17,1,0,0,0,22.986099,0,17.461,0
0,3.0441,19,13,0,0,0,0,1.9044,0,3.8080001,0
0,9.1766996,40,12,1,0,0,0,8.6618996,0,6.2375002,0
0,.0414,24,10,1,0,0,1,0,1,.53170002,0
0,22.6535,37,8,0,0,0,1,23.879499,0,20.500999,0
0,16.8165,28,9,1,0,0,1,19.735701,0,18.171801,0
0,4.8513999,28,12,0,0,0,0,19.651501,0,13.9072,0
0,14.9575,41,12,1,0,0,0,12.0044,0,13.0962,0
0,25.564699,27,12,0,0,0,0,23.4603,0,25.2435,0
0,25.564699,27,18,0,0,0,0,12.7587,0,24.7279,0
0,24.1682,26,18,0,0,0,0,.29390001,0,6.7048001,0
0,24.746,25,16,0,0,0,0,20.897499,0,21.4839,0
0,0,41,18,1,0,0,0,0,1,0,1
0,17.3249,27,14,1,0,0,0,18.3368,0,18.2792,0
0,19.198601,24,12,0,0,0,0,13.3407,0,13.3988,0
0,25.564699,48,12,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,47,12,1,0,0,0,25.862301,0,19.7061,0
0,17.428301,23,14,1,0,0,0,8.9126997,0,12.321,0
0,1.6063,23,14,0,0,0,0,11.3579,0,12.7131,0
0,22.986,47,12,1,0,0,0,16.643999,0,19.8887,0
0,4.9651999,18,11,0,0,0,1,1.2285,0,2.8538001,0
0,21.6812,40,16,1,0,0,0,23.464199,0,22.040701,0
0,25.564699,25,16,1,0,0,0,10.3175,0,4.6673999,0
0,25.564699,23,16,1,0,0,0,5.7602,0,9.0948,0
0,25.564699,54,12,1,0,0,0,25.862301,0,25.2435,0
0,0,40,0,0,0,0,1,.14300001,0,.29539999,0
0,4.1774998,31,18,0,0,0,0,3.9518001,0,.88260001,0
0,25.564699,27,18,1,0,0,0,12.1514,0,1.0151,0
0,19.004999,51,11,1,0,0,1,17.504101,0,14.0737,0
0,7.1757998,23,12,0,0,0,0,7.2512002,0,0,1
0,0,26,13,1,0,0,0,0,1,0,1
0,7.7403002,23,15,0,0,0,0,4.0812001,0,2.3596001,0
0,25.564699,47,18,1,0,0,0,22.537399,0,23.2796,0
0,25.564699,50,12,1,0,0,0,10.6937,0,22.3468,0
0,4.7951999,16,8,0,0,0,1,0,1,0,1
0,25.564699,33,15,0,0,0,0,25.862301,0,25.2435,0
0,25.564699,30,14,0,0,0,0,2.8468001,0,8.8961,0
0,25.564699,46,12,1,0,0,0,22.6178,0,25.2435,0
0,17.7327,45,12,1,0,0,0,13.0076,0,12.2673,0
0,20.7887,21,14,0,0,0,0,4.0184999,0,3.2906001,0
0,7.0591002,29,12,1,0,0,0,25.6488,0,19.0347,0
0,25.564699,21,10,1,0,0,1,15.8799,0,15.9643,0
0,25.328199,24,14,1,0,0,0,9.7101002,0,17.740299,0
0,13.5567,54,8,1,0,0,1,25.862301,0,25.2435,0
0,1.5649,18,12,0,0,0,0,5.3330998,0,2.8287001,0
0,17.843599,39,12,0,0,0,0,19.316401,0,20.544001,0
0,25.564699,47,8,1,0,0,1,25.862301,0,25.2435,0
0,15.3107,21,12,0,0,0,0,10.7721,0,12.1187,0
0,0,28,15,1,0,0,0,7.0689998,0,13.9681,0
0,18.289801,29,12,1,0,0,0,18.7306,0,17.5219,0
0,20.6882,23,14,0,0,0,0,23.546499,0,16.3815,0
0,15.4999,24,12,1,0,0,0,23.166401,0,25.2435,0
0,.32359999,18,8,1,0,0,1,5.8464999,0,10.0258,0
0,14.792,24,12,1,0,0,0,9.5495005,0,10.5146,0
0,0,52,7,0,0,0,1,1.4694999,0,10.4823,0
0,1.89,16,10,0,0,0,1,0,1,0,1
0,16.3318,45,12,1,0,0,0,20.200001,0,13.6118,0
0,10.8465,25,12,1,0,0,0,15.8975,0,14.6627,0
0,18.016399,28,12,1,0,0,0,20.995501,0,18.8825,0
0,25.564699,38,16,1,0,0,0,25.862301,0,25.2435,0
0,10.6352,51,8,1,0,0,1,9.8472996,0,10.7563,0
0,22.5161,33,12,1,0,0,0,18.250601,0,20.825001,0
0,2.3657999,30,13,1,0,0,0,10.6369,0,5.7003999,0
0,25.564699,33,12,1,0,0,0,25.862301,0,25.2435,0
0,21.0798,34,12,1,0,1,0,22.576599,0,21.013,0
0,24.6367,40,12,1,0,0,0,25.862301,0,25.2435,0
0,22.684601,31,12,0,0,1,0,24.625999,0,22.935801,0
0,25.564699,53,12,1,0,0,0,24.4517,0,25.2435,0
0,25.564699,31,12,1,0,0,0,21.902599,0,24.7082,0
0,0,28,12,1,0,0,0,0,1,.28470001,0
0,0,25,12,0,0,0,0,.46239999,0,1.3552999,0
0,25.564699,46,12,1,0,0,0,25.862301,0,22.2304,0
0,25.564699,31,12,1,0,0,0,25.862301,0,25.2435,0
0,19.1203,29,13,1,0,0,0,22.9195,0,22.305599,0
0,25.564699,38,13,1,0,0,0,25.862301,0,25.2435,0
0,14.9472,52,12,0,0,0,0,16.6283,0,18.576401,0
0,14.7388,17,10,0,0,0,1,1.4381,0,1.853,0
0,25.564699,34,14,0,0,0,0,13.5953,0,10.5002,0
0,21.1492,55,12,1,0,0,0,19.919901,0,19.804501,0
0,5.4159002,52,17,1,0,0,0,0,1,0,1
0,1.5605,21,13,0,0,0,0,2.1336,0,2.2504001,0
0,25.564699,32,16,1,0,0,0,24.2812,0,23.5445,0
0,24.3116,43,12,1,0,0,0,25.862301,0,23.852501,0
0,1.4644001,21,14,0,0,0,0,14.1753,0,11.5082,0
0,5.1794,31,9,1,0,1,1,25.862301,0,25.2435,0
0,25.564699,41,7,1,0,0,1,25.862301,0,16.288401,0
0,25.564699,35,12,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,33,15,1,0,0,0,25.862301,0,25.2435,0
0,23.603701,21,10,1,0,0,1,23.4603,0,12.6021,0
0,18.4391,29,13,0,0,0,0,14.7337,0,6.9912,0
0,23.4589,29,18,0,0,0,0,20.995501,0,22.0389,0
0,25.564699,33,10,1,0,0,1,25.862301,0,25.2435,0
0,25.564699,23,13,1,0,0,0,18.7267,0,17.436001,0
0,25.564699,29,15,1,0,0,0,25.862301,0,25.2435,0
0,0,31,18,1,0,0,0,0,1,0,1
0,16.2048,30,16,1,0,0,0,18.5837,0,12.2422,0
0,25.564699,25,16,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,35,11,1,0,0,1,25.862301,0,25.2435,0
0,6.6808,20,12,1,0,0,0,3.5580001,0,6.7979002,0
0,0,22,12,0,0,0,0,0,1,0,1
0,25.564699,22,12,0,0,0,0,21.579399,0,25.2418,0
0,17.6115,29,12,1,0,0,0,17.99,0,18.633699,0
0,24.214001,24,12,0,0,0,0,10.5056,0,11.6407,0
0,25.564699,50,8,1,0,0,1,25.862301,0,25.2435,0
0,15.2812,17,10,0,0,0,1,0,1,0,1
0,0,55,12,0,0,0,0,21.712601,0,24.4307,0
0,8.29,30,16,1,0,0,0,13.6953,0,10.7419,0
0,15.7762,19,11,0,0,0,1,1.1423,0,3.2458999,0
0,25.564699,44,12,1,0,0,0,6.2089,0,25.2435,0
0,2.3511,16,1,0,0,0,1,0,1,.93099999,0
0,4.8572998,36,12,1,0,0,0,2.4589,0,0,1
0,3.1415999,38,15,1,0,0,0,7.2532001,0,4.6799002,0
0,0,19,12,0,0,0,0,0,1,0,1
0,14.9738,25,12,1,0,0,0,14.5593,0,14.3888,0
0,13.0439,35,11,1,0,0,1,19.543699,0,20.0856,0
0,20.171,23,16,1,0,0,0,5.5936999,0,17.597099,0
0,25.564699,31,12,1,0,0,0,21.0033,0,22.266199,0
0,7.3280001,22,10,1,0,0,1,5.3175001,0,0,1
0,23.886,26,12,1,0,0,0,12.6334,0,12.7847,0
0,25.564699,23,12,1,0,0,0,25.862301,0,24.2911,0
0,21.8423,22,12,1,0,0,0,14.8493,0,8.0332003,0
0,22.5516,26,12,1,0,0,0,21.117001,0,20.910999,0
0,0,26,12,1,0,0,0,0,1,0,1
0,11.609,55,12,1,0,0,0,17.743099,0,14.498,0
0,9.5121002,24,12,0,0,0,0,11.2344,0,13.1428,0
0,18.028299,23,14,1,0,0,0,13.6345,0,14.1203,0
0,21.5541,21,14,1,0,0,0,8.8794003,0,14.6699,0
0,25.564699,50,12,1,0,0,0,25.862301,0,18.254101,0
0,.1419,18,11,0,0,0,1,6.4754,0,6.9411001,0
0,25.564699,37,15,1,0,0,0,11.1306,0,14.1471,0
0,25.564699,23,12,1,0,0,0,9.6847,0,14.6574,0
0,9.9333,18,11,0,0,0,1,.086199999,0,1.2568001,0
0,0,24,10,1,0,1,1,15.2392,0,13.329,0
0,16.8431,55,12,1,0,0,0,13.8461,0,16.071699,0
0,23.9067,23,12,1,0,0,0,16.9046,0,20.089199,0
0,.070900001,24,12,1,0,0,0,11.9104,0,12.0113,0
0,24.6751,41,13,1,0,0,0,24.292999,0,22.577801,0
0,25.564699,35,12,1,0,0,0,25.862301,0,22.7729,0
0,.61769998,31,12,1,0,0,0,2.3178,0,1.3857,0
0,25.564699,47,12,1,1,0,0,25.862301,0,25.2435,0
0,25.564699,32,13,1,0,0,0,25.862301,0,25.2435,0
0,25.564699,41,14,1,0,0,0,25.862301,0,25.2435,0
0,4.6785002,17,12,0,0,0,0,.21160001,0,1.4842,0
0,25.564699,26,16,1,0,0,0,23.044901,0,24.077999,0
0,13.9438,21,13,1,0,0,0,3.2072999,0,17.6007,0
0,25.564699,22,13,1,0,0,0,21.867399,0,17.837,0
0,25.564699,19,12,1,0,0,0,6.6712999,0,15.9213,0
0,20.7798,25,16,0,0,0,0,23.9716,0,21.424801,0
0,0,38,12,0,0,0,0,19.065599,0,14.917,0
0,9.9259005,21,10,0,0,0,1,6.9691,0,8.0368004,0
0,16.342199,41,14,1,0,0,0,25.862301,0,15.3198,0
0,16.711599,17,10,0,0,0,1,.70529997,0,.59079999,0
0,25.564699,34,10,1,0,0,1,25.862301,0,25.2435,0
0,25.4272,53,12,1,0,0,0,25.862301,0,25.2435,0
0,20.7118,22,12,1,0,0,0,11.0346,0,19.956699,0
0,0,21,14,0,0,0,0,1.6713001,0,2.2969999,0
0,25.564699,24,14,0,0,0,0,11.5616,0,8.4754,0
0,16.9673,21,14,0,0,0,0,8.4561996,0,1.3302,0
0,7.3797998,26,18,0,0,0,0,0,1,.2703,0
0,25.564699,46,12,1,0,0,0,19.7435,0,21.2064,0
0,0,53,12,1,0,0,0,25.0042,0,25.2435,0
0,0,20,12,1,0,0,0,0,1,0,1
0,11.448,54,8,1,0,0,1,10.1804,0,7.8326998,0
0,22.4289,31,17,1,0,0,0,22.053499,0,22.010201,0
0,12.4957,51,12,1,0,0,0,11.7164,0,11.2325,0
0,15.7659,19,12,0,0,0,0,10.5232,0,5.1883998,0
0,8.9667997,46,8,1,0,0,1,.25080001,0,1.5773,0
0,13.6498,23,12,1,0,0,0,.48789999,0,2.5583999,0
0,0,16,10,0,0,0,1,0,1,0,1
0,17.199301,20,14,1,0,0,0,3.2660999,0,3.8617001,0
0,8.7658997,21,14,1,0,0,0,2.355,0,3.5000999,0
0,16.7752,21,15,1,0,0,0,0,1,5.6753001,0
0,0,39,13,1,1,0,0,18.9128,0,14.362,0
0,20.147301,29,16,1,0,0,0,21.9438,0,21.3263,0
0,.75959998,18,12,0,0,1,0,.55059999,0,1.6417,0
0,25.564699,26,16,0,0,0,0,22.1691,0,24.1192,0
0,23.822399,23,18,1,0,0,0,3.4307001,0,5.2133999,0
0,25.564699,26,12,1,0,1,0,24.867001,0,25.2435,0
0,25.539499,24,16,0,0,0,0,3.1760001,0,16.791401,0
0,25.564699,38,12,1,0,0,0,25.862301,0,25.2435,0
0,10.848,16,10,0,0,0,1,0,1,0,1
0,15.6964,21,12,1,0,0,0,13.0565,0,10.2174,0
0,24.2377,31,12,1,0,0,0,6.7712002,0,16.0413,0
0,25.564699,28,10,1,0,0,1,22.7549,0,14.2492,0
0,25.564699,33,13,1,0,0,0,22.116199,0,22.098,0
0,21.824499,28,15,0,0,0,0,19.535801,0,20.475901,0
0,25.564699,39,18,0,0,0,0,25.862301,0,25.2435,0
0,3.6603,48,12,1,0,0,0,25.862301,0,24.577499,0
0,2.9022999,16,9,0,0,0,1,0,1,0,1
0,20.4074,52,8,1,0,0,1,25.862301,0,25.2435,0
0,15.8856,20,12,0,1,0,0,4.3613,0,3.9172001,0
0,25.564699,35,10,1,1,0,1,16.616501,0,14.5392,0
0,.64279997,18,7,0,0,0,1,.49180001,0,.55860001,0
0,20.4,50,9,1,0,0,1,21.0131,0,20.483101,0
0,5.5563002,53,7,0,0,0,1,1.8104,0,3.2244,0
0,5.5563002,48,8,0,0,0,1,4.0360999,0,5.2277002,0
0,0,31,12,1,0,0,0,0,1,0,1
0,20.2892,47,8,1,0,0,1,22.276899,0,21.0291,0
0,19.727699,22,12,1,0,0,0,14.8356,0,16.560499,0
0,21.1108,24,12,1,0,0,0,10.4605,0,13.721,0
0,18.1938,28,8,1,0,0,1,17.8587,0,15.7298,0
0,3.0367,17,10,0,0,0,1,0,1,1.0688,0
0,17.669201,29,12,0,0,0,0,10.4821,0,11.7946,0
0,25.564699,40,12,1,0,0,0,25.862301,0,25.2435,0
0,15.9713,22,12,1,0,0,0,18.7012,0,21.075701,0
0,23.546101,40,10,1,0,0,1,24.549601,0,20.2038,0
0,25.564699,37,10,1,0,0,1,25.862301,0,16.9991,0
0,25.564699,51,12,1,0,0,0,25.862301,0,20.246799,0
0,1.8915,19,12,0,0,0,0,2.9133999,0,3.6415,0
0,2.5711999,47,12,1,0,0,0,14.2693,0,3.3676,0
0,0,50,16,1,0,0,0,1.6105,0,1.7545,0
0,25.564699,38,16,1,0,0,0,25.860399,0,25.2435,0
0,10.2569,16,10,0,0,0,1,0,1,0,1
0,5.6300998,54,12,1,0,0,0,18.6189,0,18.2882,0
0,23.9806,26,12,1,0,0,0,25.862301,0,17.1978,0
0,24.8228,44,12,1,0,0,0,25.862301,0,25.2418,0
0,25.564699,28,12,1,0,0,0,4.8491998,0,19.614799,0
0,0,37,12,1,0,0,0,9.4789,0,10.6077,0
0,0,45,12,1,0,0,0,0,1,0,1
0,1.6756999,16,10,0,0,0,1,1.4518,0,1.7366,0
0,10.3249,25,10,1,0,0,1,14.1812,0,7.5552001,0
0,0,41,12,1,0,0,0,18.3897,0,21.5072,0
0,22.940201,28,16,1,0,0,0,21.651899,0,21.0613,0
0,25.564699,47,7,1,0,0,1,14.1067,0,12.8903,0
0,14.8792,27,13,1,0,0,0,23.427,0,22.3969,0
0,25.564699,50,12,1,0,0,0,25.862301,0,25.2435,0
0,6.6733999,21,15,0,0,0,0,5.6445999,0,2.5458,0
0,0,44,13,1,0,0,0,25.862301,0,25.2435,0
0,20.4163,31,14,1,0,0,0,19.6103,0,23.363701,0
0,17.6973,24,16,1,0,0,0,18.7796,0,17.872801,0
0,16.395399,38,12,1,0,0,0,13.8344,0,15.6653,0
0,19.973,46,10,1,0,0,1,18.914801,0,19.534201,0
0,0,24,12,1,0,0,0,4.7062001,0,0,1
0,0,43,12,1,0,0,0,0,1,0,1
0,21.4049,18,12,0,0,0,0,0,1,0,1
0,0,24,12,0,0,0,0,22.472799,0,24.029699,0
0,25.564699,25,13,0,0,0,0,12.5197,0,14.3226,0
0,24.677999,47,11,1,0,0,1,25.862301,0,24.1693,0
0,3.3663001,18,11,0,0,0,1,0,1,1.3427,0
0,2.3657999,54,9,1,0,0,1,22.7314,0,25.2435,0
0,22.8102,52,8,1,0,0,1,25.862301,0,0,1
0,9.0452003,17,10,0,0,0,1,0,1,0,1
0,12.9153,40,12,0,0,0,0,10.3253,0,10.4447,0
0,15.3595,31,12,1,0,0,0,0,1,2.3382001,0
0,25.564699,26,12,1,0,0,0,11.4245,0,9.8217001,0
0,2.0703001,36,18,0,0,0,0,3.9558001,0,2.5978,0
0,19.912399,22,12,0,0,0,0,20.917101,0,18.032101,0
0,25.564699,48,12,1,0,0,0,25.4097,0,24.6653,0
0,0,31,12,1,0,0,0,23.875601,0,25.2435,0
0,19.1425,22,14,1,0,0,0,14.5828,0,14.4103,0
0,23.5446,25,13,1,0,0,0,22.6276,0,21.553699,0
0,0,52,12,1,0,0,0,16.287399,0,2.5906,0
0,18.145,20,11,1,0,0,1,7.2160001,0,14.2008,0
0,3.3131001,50,8,1,0,0,1,14.14,0,10.9228,0
0,6.0173001,23,8,0,0,0,1,2.6019001,0,3.0328,0
0,9.7588997,22,12,0,0,0,0,16.931999,0,5.4675999,0
0,0,46,12,1,0,0,0,0,1,0,1
